Toolbar Name,Description,Label,Children,Property Key,Property Value
sysProductTemplateManageOptionToolBar,操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysTemplateManageEditCommand|sysTemplateManageTeamCommand|sysTemplateManageStopCommand|sysTemplateManageEnableCommand|sysTemplateManageDeleteCommand,,
sysLightWeightDrawingOptionToolbar,轻量图纸预览toolbar,预览,sysLightWeightDrawingPreviewCommand
sysInstanceDetailTaskObjectToolbar,任务对象详细信息,basic.common.toolbar.sysInstanceDetailToolbar,sysInstanceDetailObjectSaveCommand|sysInstanceDetailObjectAssignCommand|sysInstanceDetailObjectDeleteCommand|sysInstanceDetailObjectStartCommand|sysInstanceDetailObjectTransferCommand|sysInstanceDetailObjectUpdateCommand|sysInstanceDetailObjectPauseCommand|sysInstanceDetailObjectSubmitCommand|sysInstanceDetailObjectAdmeaCommand|sysInstanceDetailObjectCancelCommand|sysInstanceDetailObjectAuditCommand|sysInstanceDetailObjectWithdrawCommand,align|reviseIndex,left|13
sysInstanceDetailProcessTaskObjectToolbar,工艺任务对象详细信息,basic.common.toolbar.sysInstanceDetailToolbar,sysInstanceDetailObjectSaveCommand|sysInstanceDetailObjectAssignCommand|sysInstanceDetailObjectDeleteCommand|sysInstanceDetailObjectStartCommand|sysInstanceDetailObjectTransferCommand|sysInstanceDetailObjectUpdateCommand|sysInstanceDetailObjectPauseCommand|sysInstanceDetailProcessObjectCompleteCommand|sysInstanceDetailObjectAdmeaCommand|sysInstanceDetailObjectCancelCommand|sysInstanceDetailObjectAuditCommand|sysInstanceDetailObjectWithdrawCommand,align|reviseIndex,left|13
sysInstanceDetailTaskObjectTopOthersToolbar,任务对象详细信息,basic.common.toolbar.sysInstanceDetailToolbar,sysInstanceDetailTaskObjectOthersToolbar
sysInstanceDetailTaskObjectOthersToolbar,任务对象详细信息更多,common.toolbar.sysInstanceMoreOperationToolbar,sysInstanceDetailOthersJournalCommand
sysInstanceAddDeliverablesToolbar,新增交付物toolbar,交付物,sysBOMAddDeliverablesCommand|sysBOMDeliverablesNewCommand|sysAddDeliverablesDeleteCommand
sysProcessTaskDeliverablesOptionToolbar,工艺任务操作toolbar,工艺任务操作toolbar,sysProcessTaskDeliverablesDeleteCommand
sysInstanceAddJournalToolbar,新增子任务,新增子任务,sysAddJournalCommand
sysNewOutFileTableToolbar,附件表格Toolbar(新布局),,sysNewOutFileUploadCommand|sysDrawModelDownloadCommand,align|reviseIndex,left|0
sysProcessFileTableToolbar,工序附件表格Toolbar(新布局),,sysProcessFileUploadCommand,align|reviseIndex,left|0
sysNewOutFileTableOptionToolbar,文件表格operation(新布局),,sysNewOutFilePreviewCommand_|sysFileDownloadCommand|sysMainFileCommand|sysFileDeleteCommand,,
sysNewOutFileTaskTableOptionToolbar,文件表格operation(新布局),,sysNewOutFilePreviewCommand_|sysTaskFileDownloadCommand|sysTaskMainFileCommand|sysTaskFileDeleteCommand,,
sysNewOutInstanceDetailFormToolbar,form详细信息(新布局),,sysNewOutInstanceDetailFormCheckInCommand|sysNewOutInstanceDetailFormCheckOutCommand|sysNewOutInstanceFormCancelCheckOutCommand|sysNewOutInstanceFormSaveCommand,,
sysNewOutInstanceSaveAsFormToolbar,form另存为(新布局),,sysNewOutInstanceFormSaveAsAfterCommand,,
sysDeleteFolderPermissionRowToolBar,删除文件夹权限表格的某行toolbar,删除,sysDeleteFolderPermissionRowCommand
sysOrganUserToolbar,用户操作toolbar,,sysOrgantUserResetCommand|sysOrgantUserSaveCommand,align|reviseIndex,right|1
sysProjectManagementToolbar,项目管理,,sysProjectManagementNewCommand|sysProjectManagementSearchCommand|sysProjectTemplateManageCommand,align|reviseIndex,right|3
sysProjectManagementOptionToolbar,操作,,sysProjectManagementStartCommand|sysProjectManagementStopCommand|sysProjectManagementPusCommand|sysProjectManagementCompleteCommand|sysProjectOptionMoreToolbar
sysProjectWbsOptionToolbar,操作,,sysTaskStartCommand|sysTaskStopCommand|sysTaskPusCommand|sysTaskCompleteCommand|sysTaskOptionMoreToolbar
sysProjectWbsFloatToolbar,任务浮动toolbar,,sysTaskBatchCopyCommand
sysProjectWbsToolbar,任务页签,,sysTaskStartProjectCommand|sysProjectWbsMoreToolbar
sysProjectWbsMoreToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysTaskChangeProjectCommand|sysTaskFinishChangeProjectCommand
sysWbsTableHiddenToolbar,wbs首列隐藏操作,,sysWbsNewChildNodeCommand|sysWbsNewBrotherNodeCommand,,
sysProjectOptionMoreToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysProjectManagementDeleteCommand|sysProjectManagementChangeCommand,masterStyle,link
sysTaskOptionMoreToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysTaskDeleteCommand|sysTaskCopyCommand|sysTaskImportFromTempCommand,masterStyle,link
sysBatchAddAdmeaToolbar,添加子任务分配任务界面,,sysBatchAddAdmeaCancelCommand|sysBatchAddAdmeaConfirmCommand|sysBatchAddAdmeaAssignCommand,align|reviseIndex,right|0
sysProcessingEquipmentTableOptionToolbar,加工设备,,sysCommonDeleteCommand,,
sysProcessingEquipmentTableToolbar,加工设备,,sysProcessCommonAddCommand,,
sysProcessingEquipmentTableFloatToolbar,加工设备,,sysProcessBatchDeleteCommand
sysMeasuringToolTableOptionToolbar,量检具,,sysCommonDeleteCommand,,
sysMeasuringToolTableToolbar,量检具,,sysProcessCommonAddCommand,,
sysMeasuringToolTableFloatToolbar,量检具,,sysProcessBatchDeleteCommand
sysMoldFixtureTableOptionToolbar,模夹具,,sysCommonDeleteCommand,,
sysMoldFixtureTableToolbar,模夹具,,sysProcessCommonAddCommand,,
sysMoldFixtureTableFloatToolbar,模夹具,,sysProcessBatchDeleteCommand
sysCGJYTableOptionToolbar,常规检验,,sysCommonDeleteCommand,,
sysCGJYTableToolbar,常规检验,,sysProcessJYCommonAddCommand,,
sysCGJYTableFloatToolbar,常规检验,,sysProcessBatchDeleteCommand
sysCCJYTableOptionToolbar,尺寸检验,,sysCommonDeleteCommand,,
sysCCJYTableToolbar,尺寸检验,,sysProcessJYCommonAddCommand,,
sysCCJYTableFloatToolbar,尺寸检验,,sysProcessBatchDeleteCommand
sysProcessMainItemTableOptionToolbar,主料,,sysCommonDeleteCommand,,
sysProcessMainItemTableToolbar,主料,,sysProcessItemCommonAddCommand|sysCommonAddBOMCommand,,
sysMainItemTableFloatToolbar,主料,,sysProcessBatchDeleteCommand
sysSecondaryItemTableOptionToolbar,辅料,,sysCommonDeleteCommand,,
sysSecondaryItemTableToolbar,辅料,,sysProcessItemCommonAddCommand,,
sysSecondaryItemTableFloatToolbar,辅料,,sysProcessBatchDeleteCommand
toolbarTest,toolbar测试专用,,toolbarTestCommand1|toolbarTestCommand2|toolbarTestCommand3|toolbarTestMore|toolbarRadioTestCommand|toolbarTestConfirmCommand,,
toolbarRadioTest,toolbar测试专用,,toolbarRadioTestCommand|toolbarCheckBoxTestCommand,,
toolbarSegmentTest,toolbar测试专用,,toolbarSegmentTestCommand,,
toolbarCheckBoxTest,toolbar测试专用,,toolbarCheckBoxTestCommand|toolbarCheckBoxTestShowCommand|toolbarIconCheckBoxShowCommand,,
toolbarTestMore,toolbar测试专用,toolbar测试专用,toolbarTestCommand4,,
toolbarTestCombo,toolbar测试专用,toolbar测试专用,toolbarTestCommand5,,
toolbarTestStatus,toolbar测试专用,toolbar测试专用,toolbarTestStatusCommand,,
toolbarTestLinkDelUrl,toolbar测试专用,toolbar测试专用,sysCodeItemDeleteTestCommand,,
toolbarGeneralStatus,toolbar测试专用,toolbar测试专用,toolbarTestSpanColorCommand,,
sysProcessTaskDistributionTableSearchToolbar,搜索,,sysProcessTaskDistributionSearchCommand,nzIcon,search
sysQueueToolbar,队列,,sysQueueRefreshCommand
sysProjectTemplateManageToolbar,,,sysProjectTemplateManagementNewCommand|sysProjectTemplateManagementSearchCommand
sysProjectTemplateManageOptionToolbar,,,sysProjectTemplateManagementStartCommand|sysProjectTemplateManagementStopCommand|sysProjectTemplateManagementDeleteCommand
sysOutlineSearchToolBar,大纲搜索弹窗toolbar,,sysOutlineSearchCommand,,
sysProcessNewOutFileTableOptionToolbar,文件表格operation(新布局),,sysProcessFileDownloadCommand|sysProcessMainFileCommand|sysProcessFileDeleteCommand,,
sysProcessManageToolBar,工艺管理toolbar,basic.common.toolbar.sysProcessManageToolBar,sysNewProcessManageCommand|sysProcessManageSearchText,,
sysProcessManagemenOptionToolBar,工艺管理操作toolbar,basic.common.toolbar.sysProcessManagemenOptionToolBar,sysProductDesignTeamCommand|sysProcessManagementEditCommand|sysProductDesignDeleteCommand,,
sysProcessManagemenOptionMoreToolBar,工艺管理操作列更多,common.toolbar.sysInstanceMoreOperationToolbar,sysProcessManagementEditCommand|sysProductDesignDeleteCommand,masterStyle,link
sysProcessManagemenItemToolBar,工艺管理文件夹库,publicspace.table.item.sysProcessManagemenItemToolBar,sysProcessManagemenItemNewToolbar|sysProductDetailSearchText,align|reviseIndex,left|3
sysProcessManagemenStoreFloatToolbar,工艺管理库浮动toolbar,basic.common.toolbar.sysProcessManagemenStoreFloatToolbar,sysfloatCheckInCommand|sysfloatCheckOutCommand|sysBatchDonwloadCommand|sysBatchCopyFolderCommand|sysfloatCancelCheckOutCommand|sysfloatCheckOutTransferCommand|sysfloatDeleteCommand|sysBatchCopyObjectCommand|sysfloatMoveCommand|ItemManagerTableFloatOptionOthersToolBar_|sysERPBatchOptionCommand|sysGlobalSearchBatchModifyOwnerCommand,,
sysProcessManagemenStoreOptionToolBar,工艺管理库操作toolbar,basic.common.toolbar.sysProcessManagemenStoreOptionToolBar,sysTempDeleteCommand|sysCopyObjectCommand|sysPublicSpaceMoveCommand|ItemManagerTableOptionOthersToolBar,,
sysProcessManagemenItemNewToolbar,新建（工艺管理）,basic.common.toolbar.sysPublicSpaceNewToolbar,sysPublicSpaceNewFolderCommand|sysProcessManagementNewAssemblyOutlineCommand|sysProcessManagementNewFabricationOutlineCommand|sysProcessManagementNewAssemblyProcessCommand|sysProcessManagementNewFabricationProcessCommand|sysProcessManagementNewProcessAssignmentCommand|sysProcessManagementNewProcessItemCommand|sysProcessManagementNewProcessOtherCommand|sysProcessManagementNewOperationStationCommand|sysProcessManagementNewDeviceCommand|sysProcessManagementNewMoldFixtureCommand|sysProcessManagementNewMeasuringToolCommand|sysProcessManagementNewPartCommand|sysProcessManagementNewDocCommand|sysProcessManagementNewDrawCommand|sysProcessManagementNewECCommand|sysProcessManagementNewOthersCommand,masterStyle,primary
sysECNOutDetailToolbar,ECN外部toolbar,basic.common.toolbar.sysInstanceDetailToolbar,sysOutStartWFCommand|sysECNOutDetailOthersToolbar,align,right
sysECNOutDetailOthersToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysOutInstanceMoveCommand|sysOutInstanceDeleteCommand|sysOutCheckOutTransferCommand|sysOutModifyOwnerCommand|sysOutIterationCommand|sysOutCopyObjectCommand|sysECNCancelCommand|sysECNGenerateChangeOrderCommand,nzIcon|trigger,unordered-list|hover
sysECROutDetailToolbar,ECR外部toolbar,basic.common.toolbar.sysInstanceDetailToolbar,sysOutStartWFCommand|sysECROutDetailOthersToolbar,align,right
sysECROutDetailOthersToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysOutInstanceMoveCommand|sysECRDeleteCommand|sysOutCheckOutTransferCommand|sysOutModifyOwnerCommand|sysOutIterationCommand|sysOutCopyObjectCommand|sysECRCancelCommand|sysECRCreateECNCommand,nzIcon|trigger,unordered-list|hover
sysECRDetailToolbar,详细信息toolbar(ECR),basic.common.toolbar.sysInstanceDetailToolbar,sysECRCheckInCommand|sysECRCheckOutCommand|sysECRCancelCheckOutCommand|sysECRInstanceSaveCommand,,
sysECNDetailToolbar,详细信息toolbar(ECN),basic.common.toolbar.sysInstanceDetailToolbar,sysECNCheckInCommand|sysECNCheckOutCommand|sysECNCancelCheckOutCommand|sysECNInstanceSaveCommand,,
sysECOOutStatusToolbar,ECO外部toolbar,basic.common.toolbar.sysInstanceDetailToolbar,sysECOStartWFCommand,align,right
sysWorkbenchProjectTaskOptionToolbar,项目任务操作,basic.common.toolbar.ItemManagerTableOptionToolBar,sysTaskStartCommand|sysTaskPusCommand|sysTaskTerminateCommand|sysTaskCompleteCommand|sysWorkbenchProjectTaskMoreToolbar
sysWorkbenchProjectTaskMoreToolbar,更多,common.toolbar.sysInstanceMoreOperationToolbar,sysUpdateTaskCommand|sysTaskRotorItemCommand,masterStyle,link
sysFileFloatToolbar,文件表格浮动toolbar,common.toolbar.sysInstanceMoreOperationToolbar,sysFileBatchUploadCommand|sysFileBatchDeleteCommand_,masterStyle,link
sysWizardFileFloatToolbar,文件表格浮动toolbar,common.toolbar.sysInstanceMoreOperationToolbar,sysWizardFileBatchUploadCommand|sysWizardFileBatchDeleteCommand,masterStyle,link
sysReplaceWithToolbar,取替代toolbar,,sysBomReplaceCommand
sysNewItemWizardtoolbar,新建物料,,sysNewItemDetailsInfoCommand,,
sysNewItemfooterbar,新建物料向导页底部,,sysNewItemCADTDCheckedCommand|sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysNewItemCompleteCommand,align|reviseIndex,right|2
sysChangeContentOptionToolbar,编辑变更内容表格操作列,basic.common.toolbar.sysReplaceItemTableOptionToolbar,sysChangeContentDeleteCommand,,
sysChangeContentFloatToolbar,编辑变更内容表格浮动toolbar,basic.common.toolbar.sysReplaceItemTableOptionToolbar,sysChangeContentBatchDeleteCommand,,
sysChangeContentToolbar,编辑变更内容表格上方toolbar,basic.common.toolbar.sysReplaceItemTableOptionToolbar,sysChangeContentCheckCommand|sysChangeContentImportCommand|sysChangeContentExportCommand|sysChangeContentExportTemplateCommand|sysChangeBomSelectCommand,
sysBOMCompareToolbar,bom比较toolbar,basic.common.toolbar.sysBOMCompareToolbar,sysNextDifferCommand|sysPreDifferCommand|sysOnlyDifferCommand|sysExportDifferCommand,align|reviseIndex,right|0
sysRevisionFloatToolbar,版本浮动toolbar,,sysRevisionBatchBomCompareCommand
sysWorkbenchProjectTaskTableToolBar,项目任务表格操作列,,sysTaskStartCommand|sysTaskCompleteCommand
sysTBWorkbenchProjectTaskTableToolBar,项目任务tb表格操作列,,sysTbCompleteCommand
sysBomForkTopButtonToolbar,BOM派生页签(top-button),basic.common.toolbar.sysInstanceDetailToolbar,_sysBomForkTopSaveCommand|sysBomForkTopForkHisCommand|sysBomForkTopForkCommand,align|reviseIndex,right|0
sysBomForkOperationToolbar,BOM派生表格操作列,basic.common.toolbar.sysInstanceDetailToolbar,_sysBomForkOperaEditCommand|sysBomForkOperaCancelDelCommand|sysBomForkOperaDelCommand|sysBomForkOperaForkCommand,
sysBOMForkTableHiddenToolbar,BOM派生首列隐藏操作,,sysBOMForkSwapNodeCommand|sysBOMForkTableHiddenPlusToolbar,,
sysBOMForkTableHiddenPlusToolbar,BOM首列隐藏操作,,sysBOMForkAddChildNodeCommand,icon|class|trigger,add|sysBOMTreeTableHiddenPlus|hover
sysBomForkTableFloatToolbar,BOM派生表格浮动toolbar,basic.common.toolbar.sysInstanceDetailToolbar,sysBomForkBatchForkCommand|sysBomForkBatchDelCommand|sysBomForkBatchSetFieldCommand|sysBomForkBatchSaveCommand,,
sysBomHisFromTableToolBar,派生自表格,common.command.forkFrom,,showTitle,true
sysBomHisToTableToolBar,派生至表格,common.command.forkTo,,showTitle,true
sysBomHisToOperationToolbar,派生至表格操作列,basic.common.toolbar.sysInstanceDetailToolbar,sysBomForkBomComparisonCommand|_sysBomForkRestoreDerivativeCommand|sysBomForkHisDelCommand,
sysBomForkToolbar,BOM,basic.common.toolbar.sysInstanceBOMToolbar,sysBomForkColorHelpCommand,align|reviseIndex,left|2
sysGlobalSearchTableToolbar,全局搜索表格toolbar,basic.common.toolbar.sysGlobalSearchTableToolbar,sysGlobalSearchExportAllCommand,align|reviseIndex,right|0
sysNewOutInstanceDetailVersionOutToolbar,版序顶部工具栏,版序顶部工具栏,,showTitle|titleExpression|titleClass,true|'【'+$.i18n($BOTITLE$)+'】'+$FULLNAME$|layout-title
sysBomNewItemWizardToolbar,新建子阶向导toolbar,,sysBOMNewItemDetailsInfoCommand,,
sysBomNewItemFooter,新建子阶底部,,sysNewItemCADTDCheckedCommand|sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysBOMNewItemCompleteCommand,align|reviseIndex,right|2
sysBomBrotherItemWizardToolbar,新建相邻向导toolbar,,sysBOMBrotherItemDetailsInfoCommand,,
sysBomBrotherNewItemFooter,新建相邻底部,,sysNewItemCADTDCheckedCommand|sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysBOMBrotherNewItemCompleteCommand,align|reviseIndex,right|2
sysApproveErrorToolbar,,,sysStartWorkflowQuestionCommand
sysCreateProductWizardToolbar,新建相邻向导toolbar,,sysCreateProductCommand,,
sysCreateProductFooter,新建产品底部,,sysNewItemCADTDCheckedCommand|sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysCreateProductCompleteCommand,align|reviseIndex,right|2
sysDeliverablesWizardToolbar,交付物新建向导toolbar,,sysDeliverablesCommand,,
sysDeliverablesFooter,交付物新建底部,,sysNewItemCADTDCheckedCommand|sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysDeliverablesCompleteCommand,align|reviseIndex,right|2
sysRelatedWizardToolbar,相关对象新建向导toolbar,,sysRelatedCommand,,
sysRelatedFooter,相关对象新建底部,,sysNewItemPreviousPageCommand|sysNewItemNextPageCommand|sysRelatedCompleteCommand,align|reviseIndex,right|2
sysBRSInstanceDetailOthersToolbar,更多(替代关系),common.toolbar.sysInstanceMoreOperationToolbar,sysOutInstanceMoveCommand|sysOutInstanceDeleteCommand|sysOutModifyOwnerCommand|sysOutIterationCommand|sysOutCopyObjectCommand,nzIcon|trigger,unordered-list|hover
sysBRSInstanceDetailToolbar,详细信息(替代关系),basic.common.toolbar.sysInstanceDetailToolbar,sysOutopenDesignCommand|sysOutStartWFCommand|sysBRSInstanceDetailOthersToolbar,align,right
sysBRSUsedBOMTableOptionToolbar,被用在BOM表格操作列,basic.common.toolbar.sysBRSUsedBOMTableOptionToolbar,sysCopyObjectCommand
sysBRSPartToolbar,bom标准替代查看Toolbar(局部替代),,sysBRSPartNewlyBuiltCommand|sysBRSPartTakeEffectCommand,align|reviseIndex,left|2
sysBRSWholeToolbar,bom标准替代查看Toolbar(全局替代),,sysBRSWholeNewlyBuiltCommand|sysBRSWholeTakeEffectCommand,align|reviseIndex,left|2
sysBRSPartFloatToolbar,bom标准替代查看浮动Toolbar,,sysBRSBatchEffectiveDateCommand|sysBRSBatchExpirationDateCommand,,
sysBRSWholeFloatToolbar,bom标准替代查看浮动Toolbar,,sysBRSWholeTableBatchModifyCommand,,
sysBRSInstanceWholeFloatToolbar,bom标准替代查看-全局浮动Toolbar(实例界面),,sysBRSInstanceWholeTableBatchModifyCommand,,
sysBRSReplaceApplyForFooterbar,bom标准替代申请弹窗底部栏,,sysBRSApplyForPreviousCommand|sysBRSApplyForNextCommand|sysBRSApplyForCompleteCommand,align,right
sysBRSReplaceApplyForBaseToolbar,Bom标准替代申请弹窗form,,sysBRSReplaceApplyForBaseInfoCommand,,
sysBRSReplaceApplyForBaseHasSubToolbar,Bom标准替代申请弹窗form,,sysBRSReplaceApplyForBaseInfoCommand|sysBRSApplyForGlobalInitFormCommand,,
sysBRSPartOperationToolbar,bom标准替代查看Opt,,sysBRSPartDelCommand,,
sysBRSWholeOperationToolbar,bom标准替代查看-全局Opt,,sysWholeModifyCommand,,
sysBRSWholeInstanceOperationToolbar,bom标准替代查看-全局Opt(实例界面),,sysWholeInstanceModifyCommand,,
sysBRSDetailRightTopToolbar,BRSAFDT,,sysBRSAFDTImportCheckCommand|sysBRSAFDTExportTableCommand,,
sysBRSAFDMOperationToolbar,BRSAFD-主件表格Opt-移除END2,,sysBRSAFDMRemoveCommand,,
sysBRSAFDMComOperationToolbar,BRSAFD-主件表格Opt-从元件-移除END2,,sysBRSAFDMComRemoveCommand,,
sysBRSAFDROperationToolbar,BRSAFD-替代件表格Opt-移除END2,,sysBRSAFDRRemoveCommand,,
sysBRSAFDRComOperationToolbar,BRSAFD-替代件表格Opt-移除END2,,sysBRSAFDRComRemoveCommand,,
sysBRSAFDRGlobalOperationToolbar,BRSAFD-替代件表格Opt-移除END2,,sysBRSAFDRGlobalRemoveCommand,,
sysBRSAFDMToolbar,BRSAFD-主件表格toolbar,,sysBRSAFDMAddCommand,,
sysBRSDetailFormToolbar,form详细信息(新布局),,sysBRSDetailFormCheckInCommand|sysBRSDetailFormCheckOutCommand|sysBRSDetailFormCancelCheckOutCommand|sysBRSDetailFormSaveCommand,,
replaceRowSaveTypeToolbar,BRSAFD-替代件表格-行编辑-替代类型,,replaceRowSaveTypeCommand,,
sysBRSAFDMFloatToolbar,BRSAFD-主件表格float-批量移除END2,,sysBRSAFDMPatchRemoveCommand,,
sysBRSAFDMComFloatToolbar,BRSAFD-主件表格float-批量移除END2,,sysBRSAFDMComPatchRemoveCommand,,
sysBRSAFDRFloatToolbar,BRSAFD-主件表格float-批量移除END2,,sysBRSAFDRPatchRemoveCommand,,
sysBRSAFDRComFloatToolbar,BRSAFD-主件表格float-批量移除END2,,sysBRSAFDRPatchComRemoveCommand,,
sysBRSAFDRGlobalFloatToolbar,BRSAFD-主件表格float-批量移除END2,,sysBRSAFDRPatchGlobalRemoveCommand,,
sysInstanceBRSWholeToolbar,bom标准替代查看Toolbar(全局替代)-单页签,,sysInstanceBRSWholeNewlyBuiltCommand|sysBRSWholeTakeEffectCommand,align|reviseIndex,left|2
sysInstanceBRSPartToolbar,bom标准替代查看Toolbar(局部替代)-单页签,,sysBRSPartTakeEffectCommand,align,right
sysViewComprehensiveOverviewToolbar,综合视图批量下载,basic.common.toolbar.sysViewComprehensiveOverviewDownloadToolbar,sysViewComprehensiveOverviewDownloadCommand,align|reviseIndex,right|0
sysViewComprehensiveSaveConfigToolbar,综合视图批量下载保存勾选设置,basic.common.toolbar.sysViewComprehensiveSaveConfigToolbar,sysViewComprehensiveSaveConfigCommand,,
sysProductSaveConfigToolbar,对象批量下载保存勾选设置,basic.common.toolbar.sysViewComprehensiveSaveConfigToolbar,sysProductSaveConfigCommand,,
sysNewOutFileTableFloatToolbar,文件表格悬浮Toolbar(新布局),,sysNewOutFileBatchDownloadCommand,,
sysBRSSubRelationSearchToolbar,Bom标准替代申请替代关系元件查询(从元件),,sysBRSSubRelationSearchCommand,,
sysBRSAFDMComToolbar,BRSAFD-主件表格toolbar(从元件),,sysBRSAFDMComAddCommand,,
sysHeterogERPIntegrateOptionToolbar,操作,异构erp,sysHeterogERPRestartQueueCommand|sysHeterogERPDeleteQueueCommand|sysHeterogERPCancelQueueCommand,,
sysHeterogERPIntegrateTableFloatToolBar,操作,异构erp,sysHeterogERPBatchRestartQueueCommand|sysHeterogERPBatchDeleteQueueCommand|sysHeterogERPBatchCancelQueueCommand,,
sysTbCloseDeliverablesToolbar,TB交付项,关闭tb交付项,sysTbCloseDeliverablesCommand,align|reviseIndex,right|0
sysTbNewTaskInstanceAddDeliverablesToolbar,新建交付物,新建交付物,sysTbNewTaskInstanceAddDeliverablesCommand,
sysTbInstanceAddDeliverablesToolbar,新增交付物操作栏toolbar,交付物,sysTbBOMAddDeliverablesCommand|sysTbBOMDeliverablesNewCommand|sysTbAddDeliverablesDeleteCommand|sysTBDeliverablesEditCommand
sysTBNewTaskInstanceAddDeliverablesFloatToolbar,实例交付物悬停toolbar,交付物,sysTBAddDeliverablesBatchDeleteCommand,,
sysRelatedApprovalAnalysisToolbar,,,sysRelatedApprovalAnalysisSearchCommand,,
sysRelatedApprovalAnalysisOptionToolbar,,,sysRelatedApprovalAnalysisAddCommand,,
sysRelatedApprovalAnalysisFloatToolbar,,,sysRelatedApprovalAnalysisBatchAddCommand,,
sysReferencedExportAllToolbar,使用情况(新布局)导出全部,workbench.command.sysAssignTaskManagementCommand,sysReferencedExportAllCommand,align|reviseIndex,left|1
sysCollectionRecordsToolBar,收藏记录,收藏记录,sysCollectionRecordsCommand,,
globalSearchObjectToolbar,搜索框,basic.common.toolbar.globalSearchObjectToolbar,objectSearchText,,
sysBRSMainComSearchToolbar,BRSAFD-元件表格toolbar(从主件),,sysBRSMainComSearchCommand,,
sysBRSAFDMAddComSearchToolbar,BRSAFD-新增主件表格toolbar(从元件),,sysBRSAFDMAddComSearchCommand,,
sysBomViewWithItemOperationToolbar,取代查看操作列,,sysBomViewWithItemRemoveCommand,,
sysBomImportErrorTableOptionToolbar,bom导入失败原因,,sysCoverBomObjectCommand|sysIgnoreBomObjectCommand,,
sysRouterMenuToolbar,页面左侧菜单,,sysRouteDashboardCommand|sysRouteWorkbenchCommand|sysRouteLibraryCommand|sysRouteDesignCommand|sysRouteProcessCommand|sysRouteProjectManageCommand|sysRouteTbmProjectManageCommand,,
sysDesignDetailBreadcrumbToolbar,产品设计二级页面面包屑toolbar,,sysDesignDetailBreadcrumbManageCommand,,
